Channel Number,Receive Frequency,Transmit Frequency,Offset Direction,Name,Tone Mode,CTCSS,Rx CTCSS,DCS,RX DCS,Comment,
"1","441.95000","446.95000","+","VA3XPR","None","88.5","88.5","023","023","Toronto St. James Town"
"2","442.00000","447.00000","+","VA3HAL","T SQL","162.2","162.2","023","023","Eagle Lake ( Haliburton )"
"3","442.00000","447.00000","+","VE3YYU","None","88.5","88.5","023","023","Kapuskasing"
"4","442.01250","447.01250","+","VA3OV","None","88.5","88.5","023","023","Fonthill"
"5","442.02500","447.02500","+","VE3ULR","Tone","103.5","88.5","023","023","Ballantrae"
"6","442.03750","447.03750","+","VE3RSB","None","88.5","88.5","023","023","Burlington"
"7","442.05000","447.05000","+","VE3SRT","Tone","114.8","88.5","023","023","Grand Bend"
"8","442.05000","447.05000","+","VE3RXR","None","88.5","88.5","023","023","Little Current"
"9","442.06250","447.06250","+","VE3OAK","None","88.5","88.5","023","023","Oakville"
"10","442.06250","447.06250","+","VE3WIN","None","88.5","88.5","023","023","Windsor"
"11","442.07500","447.07500","+","VE3OBC","None","88.5","88.5","023","023","Goderich"
"12","442.07500","447.07500","+","VE3GTU","Tone","103.5","88.5","023","023","Goodwood"
"13","442.10000","447.10000","+","VA3EDG","None","88.5","88.5","023","023","Cornwall Bonville"
"14","442.10000","447.10000","+","VE3RPT","Tone","103.5","88.5","023","023","Uxbridge Skyloft"
"15","442.12500","447.12500","+","VE3PAQ","Tone","131.8","88.5","023","023","Acton"
"16","442.13750","447.13750","+","VE3OBI","None","88.5","88.5","023","023","Kendal"
"17","442.16250","447.16250","+","VE3TSU","None","88.5","88.5","023","023","King City"
"18","442.17500","447.17500","+","VA3UKW","Tone","136.5","88.5","023","023","Toronto"
"19","442.20000","447.20000","+","VE3MGK","T SQL","100.0","100.0","023","023","Chatham"
"20","442.20000","447.20000","+","VE3SED","Tone","131.8","88.5","023","023","Kitchener"
"21","442.20000","447.20000","+","VE3REX","None","88.5","88.5","023","023","Rideau Ferry Bell Tower"
"22","442.21250","447.21250","+","VA3ITL","None","88.5","88.5","023","023","Maple"
"23","442.22500","447.27500","+","VA3ODX","Tone","131.8","88.5","023","023","Hamilton Mohawk College"
"24","442.25000","447.25000","+","VE3RAF","Tone","107.2","88.5","023","023","Thorold"
"25","442.27500","447.27500","+","VA3CTR","Tone","103.5","88.5","023","023","Markham"
"26","442.30000","447.30000","+","VE3TTT","None","88.5","88.5","023","023","London"
"27","442.30000","447.30000","+","VE3HAL","T SQL","131.8","131.8","023","023","Milton"
"28","442.33750","447.33750","+","VA3XPR","None","88.5","88.5","023","023","Toronto First Canadian Place"
"29","442.35000","447.35000","+","VE3BAY","T SQL","131.8","131.8","023","023","Kitchener"
"30","442.35000","447.35000","+","VE3OSR","T SQL","156.7","156.7","023","023","Owen Sound"
"31","442.35000","447.35000","+","VE3WHO","None","88.5","88.5","023","023","Sarnia"
"32","442.37500","447.37500","+","VA3ONL","T SQL","123.0","123.0","023","023","Sudbury Public Library South End Branch"
"33","442.37500","447.37500","+","VA3GTU","Tone","103.5","88.5","023","023","Toronto"
"34","442.38750","447.38750","+","VA3BMR","None","88.5","88.5","023","023","Collingwood"
"35","442.40000","447.40000","+","","None","88.5","88.5","023","023","Westport Legion Building"
"36","442.40000","447.40000","+","VE3WPO","None","88.5","88.5","023","023","Westport Legion Building"
"37","442.41250","447.41250","+","VA3SLU","None","88.5","88.5","023","023","Toronto"
"38","442.42500","447.42500","+","VA3WAJ","T SQL","107.2","107.2","023","023","Niagara Falls"
"39","442.45000","447.45000","+","VE3OKR","None","88.5","88.5","023","023","Oakville"
"40","442.47500","447.47500","+","VA3URU","Tone","103.5","88.5","023","023","Ballantrae"
"41","442.50000","447.50000","+","VE3RDM","Tone","136.5","88.5","023","023","Hamilton Dundas Valley Conservation Area"
"42","442.50000","447.50000","+","VE3KJR","None","88.5","88.5","023","023","Wainfleet"
"43","442.52500","447.52500","+","VE3UHM","T SQL","103.5","103.5","023","023","Stoney Creek"
"44","442.55000","447.55000","+","VE3ESM","T SQL","131.8","131.8","023","023","Hamilton Gore Park"
"45","442.57500","447.57500","+","VE3UOR","Tone","103.5","88.5","023","023","Edgar"
"46","442.60000","447.60000","+","VE3LOW","T SQL","100.0","100.0","023","023","Dunnville"
"47","442.60000","447.60000","+","VE3CAY","Tone","103.5","88.5","023","023","Toronto"
"48","442.62500","447.62500","+","VE3DSX","T SQL","131.8","131.8","023","023","Hamilton"
"49","442.65000","447.65000","+","VE3SSM","T SQL","88.5","107.2","023","023","Sault Ste. Marie CTV Tower"
"50","442.65000","447.65000","+","VA3GTU","T SQL","100.0","100.0","023","023","Toronto"
"51","442.67500","447.67500","+","VA3AQ","None","88.5","88.5","023","023","Cambridge"
"52","442.70000","447.70000","+","VE3YYZ","None","88.5","88.5","023","023","Toronto"
"53","442.72500","447.72500","+","VE3BQQ","Tone","131.8","88.5","023","023","Grassie"
"54","442.75000","447.75000","+","VE3RLR","T SQL","88.5","151.4","023","023","Smiths Falls"
"55","442.75000","447.75000","+","VE3WOO","Tone","103.5","88.5","023","023","Toronto"
"56","442.77500","447.77500","+","VA3GTU","Tone","103.5","88.5","023","023","Etobicoke"
"57","442.80000","447.80000","+","VA3GTU","Tone","103.5","88.5","023","023","Etobicoke"
"58","442.82500","447.82500","+","VA3GTU","Tone","103.5","88.5","023","023","Acton"
"59","442.85000","447.85000","+","VE3SNM","T SQL","136.5","136.5","023","023","Ballantrae"
"60","442.87500","447.87500","+","VE3OUR","None","88.5","88.5","023","023","Ajax"
"61","442.87500","447.87500","+","VA3OHR","T SQL","131.8","131.8","023","023","Woodstock"
"62","442.88750","447.88750","+","VE3UHF","None","88.5","88.5","023","023","Edgar"
"63","442.90000","447.90000","+","VE3GRW","Tone","107.2","88.5","023","023","Niagara Falls"
"64","442.92500","447.92500","+","VA3WWM","Tone","131.8","88.5","023","023","Dundalk"
"65","442.97500","447.97500","+","VA3GTU","Tone","103.5","88.5","023","023","Toronto"
"66","443.00000","448.00000","+","VE3NAA","T SQL","136.5","136.5","023","023","Oshawa Purple Woods Conservation Area"
"67","443.02500","448.02500","+","VE3TCR","Tone","131.8","88.5","023","023","Brantford"
"68","443.02500","448.02500","+","VA3SCR","Tone","103.5","88.5","023","023","Toronto"
"69","443.05000","448.05000","+","VE3TYF","T SQL","151.4","151.4","023","023","Moose Creek"
"70","443.05000","448.05000","+","VE3YYZ","T SQL","103.5","103.5","023","023","Toronto BMO Building"
"71","443.07500","448.07500","+","VE3ZOE","T SQL","131.8","131.8","023","023","Hamilton Mohawk College"
"72","443.07500","448.07500","+","VE3WWD","None","88.5","88.5","023","023","Whitechurch"
"73","443.10000","448.10000","+","VE3SKI","None","88.5","88.5","023","023","Toronto"
"74","443.13750","448.13750","+","VE3BTE","None","88.5","88.5","023","023","Bridgenorth"
"75","443.15000","448.15000","+","VE3BUR","None","88.5","88.5","023","023","Burlington"
"76","443.15000","448.15000","+","","None","88.5","88.5","023","023","Morrisburg"
"77","443.17500","448.17500","+","VE3RNR","Tone","107.2","88.5","023","023","Fonthill  Lookout Village"
"78","443.20000","448.20000","+","VE3YYX","T SQL","114.8","114.8","023","023","Arnprior  Police/Fire Bldg"
"79","443.20000","448.20000","+","VA3BUR","T SQL","131.8","131.8","023","023","Burlington"
"80","443.22500","448.22500","+","VE3RPT","None","88.5","88.5","023","023","Uxbridge"
"81","443.26250","448.26250","+","VE3TOM","","88.5","88.5","023","023","Leamington"
"82","443.27500","448.27500","+","VA3PWR","T SQL","103.5","103.5","023","023","Newmarket"
"83","443.30000","448.30000","+","VE3KTO","None","88.5","88.5","023","023","Kingston"
"84","443.32500","448.32500","+","VE3VOP","T SQL","103.5","103.5","023","023","Toronto"
"85","443.35000","448.35000","+","VE3RTC","Tone","131.8","88.5","023","023","Scarborough"
"86","443.37500","448.37500","+","VE3RTY","T SQL","118.8","118.8","023","023","Colborne Big Apple"
"87","443.37500","448.37500","+","VE3SSF","None","88.5","88.5","023","023","Peterborough"
"88","443.38750","448.38750","+","VA3XPS","None","88.5","88.5","023","023","Toronto St. Jamestown neighbourhood"
"89","443.40000","448.40000","+","VE3ELB","Tone","131.8","88.5","023","023","Toronto"
"90","443.42500","448.42500","+","VA3HR","T SQL","131.8","131.8","023","023","Halton Hills"
"91","443.45000","448.45000","+","VA3TWO","T SQL","156.7","156.7","023","023","Cookstown"
"92","443.45000","448.45000","+","VE3OHR","T SQL","114.8","114.8","023","023","Ingersoll"
"93","443.47500","448.47500","+","VE3WOM","Tone","103.5","88.5","023","023","Whitby"
"94","443.50000","448.50000","+","VA3TLO","T SQL","88.5","110.9","023","023","Alfred"
"95","443.50000","448.50000","+","VE3NIB","Tone","103.5","88.5","023","023","Toronto  1st Canadian Pl"
